spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts;mask1;score1;sequence1;mask2;score2;sequence2;mask3;score3;sequence3
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to work;moi-meme;work as;everybody Deaf with intellectual challenges work as [MASK].;well;0.30853432416915894;everybody deaf with intellectual challenges work as well.;such;0.04096603766083717;everybody deaf with intellectual challenges work as such.;one;0.03358910605311394;everybody deaf with intellectual challenges work as one.
everybody Deaf with CP;SP;SP;non;R;;P;job;moi-meme;have a job as;everybody Deaf with CP have a job as [MASK].;well;0.21957416832447052;everybody deaf with cp have a job as well.;interpreter;0.035894714295864105;everybody deaf with cp have a job as interpreter.;such;0.03180265054106712;everybody deaf with cp have a job as such.
everybody Deaf with CP;SP;SP;non;R;;P;to be;moi-meme;are;everybody Deaf with CP are [MASK].;deaf;0.3357786536216736;everybody deaf with cp are deaf.;blind;0.05374845862388611;everybody deaf with cp are blind.;disabled;0.024706367403268814;everybody deaf with cp are disabled.
everybody Deaf with CP;SP;SP;non;R;;P;to need;moi-meme;need;everybody Deaf with CP need [MASK].;help;0.2542343735694885;everybody deaf with cp need help.;it;0.1531083732843399;everybody deaf with cp need it.;assistance;0.0791974738240242;everybody deaf with cp need assistance.
everybody Deaf with CP;SP;SP;non;R;;P;to work;moi-meme;work as;everybody Deaf with CP work as [MASK].;well;0.5421078205108643;everybody deaf with cp work as well.;professionals;0.02871031127870083;everybody deaf with cp work as professionals.;such;0.02448929101228714;everybody deaf with cp work as such.
everybody Deaf with mental disabilities;SP;SP;non;R;;P;job;moi-meme;have a job as;everybody Deaf with mental disabilities have a job as [MASK].;well;0.21083898842334747;everybody deaf with mental disabilities have a job as well.;interpreter;0.05577797070145607;everybody deaf with mental disabilities have a job as interpreter.;psychologist;0.030788367614150047;everybody deaf with mental disabilities have a job as psychologist.
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to be;moi-meme;are;everybody Deaf with mental disabilities are [MASK].;deaf;0.18022631108760834;everybody deaf with mental disabilities are deaf.;welcome;0.13388723134994507;everybody deaf with mental disabilities are welcome.;blind;0.05981147289276123;everybody deaf with mental disabilities are blind.
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to need;moi-meme;need;everybody Deaf with mental disabilities need [MASK].;help;0.33999454975128174;everybody deaf with mental disabilities need help.;assistance;0.10854998230934143;everybody deaf with mental disabilities need assistance.;it;0.08793513476848602;everybody deaf with mental disabilities need it.
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to work;moi-meme;work as;everybody Deaf with mental disabilities work as [MASK].;well;0.29847320914268494;everybody deaf with mental disabilities work as well.;such;0.052341658622026443;everybody deaf with mental disabilities work as such.;professionals;0.044363658875226974;everybody deaf with mental disabilities work as professionals.
Deaf-plus communities;SP;SP;non;NR;;P;job;moi-meme;have a job as;Deaf-plus communities have a job as [MASK].;well;0.09741532802581787;deaf - plus communities have a job as well.;volunteers;0.03847998008131981;deaf - plus communities have a job as volunteers.;teachers;0.03551628813147545;deaf - plus communities have a job as teachers.
Deaf-plus communities;SP;SP;non;NR;;P;to be;moi-meme;are;Deaf-plus communities are [MASK].;thriving;0.08691248297691345;deaf - plus communities are thriving.;growing;0.03788920119404793;deaf - plus communities are growing.;everywhere;0.035202592611312866;deaf - plus communities are everywhere.
Deaf-plus communities;SP;SP;non;NR;;P;to need;moi-meme;need;Deaf-plus communities need [MASK].;help;0.3052118420600891;deaf - plus communities need help.;support;0.06391818821430206;deaf - plus communities need support.;it;0.05815251171588898;deaf - plus communities need it.
Deaf-plus communities;SP;SP;non;NR;;P;to work;moi-meme;work as;Deaf-plus communities work as [MASK].;well;0.21468296647071838;deaf - plus communities work as well.;one;0.07838212698698044;deaf - plus communities work as one.;such;0.04758720099925995;deaf - plus communities work as such.
Deaf Plus communities;SP;SP;non;NR;;P;job;moi-meme;have a job as;Deaf Plus communities have a job as [MASK].;well;0.12575314939022064;deaf plus communities have a job as well.;volunteers;0.04239458218216896;deaf plus communities have a job as volunteers.;teachers;0.031015561893582344;deaf plus communities have a job as teachers.
Deaf Plus communities;SP;SP;non;NR;;P;to be;moi-meme;are;Deaf Plus communities are [MASK].;thriving;0.04295644164085388;deaf plus communities are thriving.;everywhere;0.03939104825258255;deaf plus communities are everywhere.;welcome;0.03434726595878601;deaf plus communities are welcome.
Deaf Plus communities;SP;SP;non;NR;;P;to need;moi-meme;need;Deaf Plus communities need [MASK].;help;0.28652364015579224;deaf plus communities need help.;it;0.07573665678501129;deaf plus communities need it.;support;0.07529116421937943;deaf plus communities need support.
Deaf Plus communities;SP;SP;non;NR;;P;to work;moi-meme;work as;Deaf Plus communities work as [MASK].;well;0.2427131086587906;deaf plus communities work as well.;one;0.06989177316427231;deaf plus communities work as one.;such;0.05263490974903107;deaf plus communities work as such.
deaf with CP communities;SP;SP;non;R;;P;job;moi-meme;have a job as;deaf with CP communities have a job as [MASK].;well;0.0523359552025795;deaf with cp communities have a job as well.;volunteers;0.025883257389068604;deaf with cp communities have a job as volunteers.;teachers;0.021753713488578796;deaf with cp communities have a job as teachers.
deaf with CP communities;SP;SP;non;R;;P;to be;moi-meme;are;deaf with CP communities are [MASK].;welcome;0.028847305104136467;deaf with cp communities are welcome.;common;0.02552117593586445;deaf with cp communities are common.;vulnerable;0.02147821895778179;deaf with cp communities are vulnerable.
deaf with CP communities;SP;SP;non;R;;P;to need;moi-meme;need;deaf with CP communities need [MASK].;help;0.30772969126701355;deaf with cp communities need help.;support;0.09852652251720428;deaf with cp communities need support.;assistance;0.0720728188753128;deaf with cp communities need assistance.
deaf with CP communities;SP;SP;non;R;;P;to work;moi-meme;work as;deaf with CP communities work as [MASK].;well;0.22042609751224518;deaf with cp communities work as well.;such;0.05128147825598717;deaf with cp communities work as such.;one;0.04504205286502838;deaf with cp communities work as one.
Deaf with intellectual challenges communities;SP;SP;non;R;;P;job;moi-meme;have a job as;Deaf with intellectual challenges communities have a job as [MASK].;teachers;0.06095423921942711;deaf with intellectual challenges communities have a job as teachers.;educators;0.0425388365983963;deaf with intellectual challenges communities have a job as educators.;well;0.03756721690297127;deaf with intellectual challenges communities have a job as well.
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to be;moi-meme;are;Deaf with intellectual challenges communities are [MASK].;thriving;0.04050169885158539;deaf with intellectual challenges communities are thriving.;growing;0.04034506902098656;deaf with intellectual challenges communities are growing.;critical;0.022898327559232712;deaf with intellectual challenges communities are critical.
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to need;moi-meme;need;Deaf with intellectual challenges communities need [MASK].;help;0.21950483322143555;deaf with intellectual challenges communities need help.;support;0.09276700019836426;deaf with intellectual challenges communities need support.;attention;0.03617364913225174;deaf with intellectual challenges communities need attention.
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to work;moi-meme;work as;Deaf with intellectual challenges communities work as [MASK].;well;0.10067140311002731;deaf with intellectual challenges communities work as well.;one;0.09210170805454254;deaf with intellectual challenges communities work as one.;equals;0.09178096801042557;deaf with intellectual challenges communities work as equals.
Deaf with CP communities;SP;SP;non;R;;P;job;moi-meme;have a job as;Deaf with CP communities have a job as [MASK].;well;0.0523359552025795;deaf with cp communities have a job as well.;volunteers;0.025883257389068604;deaf with cp communities have a job as volunteers.;teachers;0.021753713488578796;deaf with cp communities have a job as teachers.
Deaf with CP communities;SP;SP;non;R;;P;to be;moi-meme;are;Deaf with CP communities are [MASK].;welcome;0.028847305104136467;deaf with cp communities are welcome.;common;0.02552117593586445;deaf with cp communities are common.;vulnerable;0.02147821895778179;deaf with cp communities are vulnerable.
Deaf with CP communities;SP;SP;non;R;;P;to need;moi-meme;need;Deaf with CP communities need [MASK].;help;0.30772969126701355;deaf with cp communities need help.;support;0.09852652251720428;deaf with cp communities need support.;assistance;0.0720728188753128;deaf with cp communities need assistance.
Deaf with CP communities;SP;SP;non;R;;P;to work;moi-meme;work as;Deaf with CP communities work as [MASK].;well;0.22042609751224518;deaf with cp communities work as well.;such;0.05128147825598717;deaf with cp communities work as such.;one;0.04504205286502838;deaf with cp communities work as one.
Deaf with mental disabilities communities;SP;SP;non;R;;P;job;moi-meme;have a job as;Deaf with mental disabilities communities have a job as [MASK].;well;0.048758648335933685;deaf with mental disabilities communities have a job as well.;volunteers;0.043342817574739456;deaf with mental disabilities communities have a job as volunteers.;teachers;0.03585916757583618;deaf with mental disabilities communities have a job as teachers.
Deaf with mental disabilities communities;SP;SP;non;R;;P;to be;moi-meme;are;Deaf with mental disabilities communities are [MASK].;thriving;0.07595761120319366;deaf with mental disabilities communities are thriving.;struggling;0.04235453903675079;deaf with mental disabilities communities are struggling.;affected;0.04089883342385292;deaf with mental disabilities communities are affected.
Deaf with mental disabilities communities;SP;SP;non;R;;P;to need;moi-meme;need;Deaf with mental disabilities communities need [MASK].;help;0.4263785481452942;deaf with mental disabilities communities need help.;support;0.09707995504140854;deaf with mental disabilities communities need support.;assistance;0.055248431861400604;deaf with mental disabilities communities need assistance.
Deaf with mental disabilities communities;SP;SP;non;R;;P;to work;moi-meme;work as;Deaf with mental disabilities communities work as [MASK].;well;0.15080863237380981;deaf with mental disabilities communities work as well.;one;0.08093386888504028;deaf with mental disabilities communities work as one.;partners;0.06163821741938591;deaf with mental disabilities communities work as partners.
Deaf-plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;Deaf-plus has a job as [MASK].;manager;0.05120016634464264;deaf - plus has a job as manager.;receptionist;0.04754776507616043;deaf - plus has a job as receptionist.;well;0.03655385971069336;deaf - plus has a job as well.
Deaf-plus;SP;SP;non;NR;;S;to be;moi-meme;is;Deaf-plus is [MASK].;born;0.03755923733115196;deaf - plus is born.;good;0.019562896341085434;deaf - plus is good.;great;0.014916356652975082;deaf - plus is great.
Deaf-plus;SP;SP;non;NR;;S;to need;moi-meme;needs;Deaf-plus needs [MASK].;help;0.16332918405532837;deaf - plus needs help.;assistance;0.07480401545763016;deaf - plus needs assistance.;attention;0.06941960006952286;deaf - plus needs attention.
Deaf-plus;SP;SP;non;NR;;S;to work;moi-meme;works as;Deaf-plus works as [MASK].;well;0.8262516856193542;deaf - plus works as well.;such;0.015516911633312702;deaf - plus works as such.;follows;0.01126954983919859;deaf - plus works as follows.
Deaf Plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;Deaf Plus has a job as [MASK].;manager;0.06795809417963028;deaf plus has a job as manager.;well;0.054017625749111176;deaf plus has a job as well.;receptionist;0.04918825253844261;deaf plus has a job as receptionist.
Deaf Plus;SP;SP;non;NR;;S;to be;moi-meme;is;Deaf Plus is [MASK].;born;0.027028974145650864;deaf plus is born.;good;0.022890109568834305;deaf plus is good.;great;0.021953057497739792;deaf plus is great.
Deaf Plus;SP;SP;non;NR;;S;to need;moi-meme;needs;Deaf Plus needs [MASK].;help;0.1734226644039154;deaf plus needs help.;assistance;0.07906666398048401;deaf plus needs assistance.;attention;0.06305060535669327;deaf plus needs attention.
Deaf Plus;SP;SP;non;NR;;S;to work;moi-meme;works as;Deaf Plus works as [MASK].;well;0.8635296821594238;deaf plus works as well.;such;0.012831263244152069;deaf plus works as such.;one;0.009041767567396164;deaf plus works as one.
deaf with CP;SP;SP;non;R;;S;job;moi-meme;has a job as;deaf with CP has a job as [MASK].;interpreter;0.05565129965543747;deaf with cp has a job as interpreter.;dr;0.054310526698827744;deaf with cp has a job as dr.;receptionist;0.04732893779873848;deaf with cp has a job as receptionist.
deaf with CP;SP;SP;non;R;;S;to be;moi-meme;is;deaf with CP is [MASK].;common;0.12138380110263824;deaf with cp is common.;difficult;0.06156584247946739;deaf with cp is difficult.;rare;0.028487978503108025;deaf with cp is rare.
deaf with CP;SP;SP;non;R;;S;to need;moi-meme;needs;deaf with CP needs [MASK].;help;0.22305212914943695;deaf with cp needs help.;assistance;0.09469658136367798;deaf with cp needs assistance.;therapy;0.0695408508181572;deaf with cp needs therapy.
deaf with CP;SP;SP;non;R;;S;to work;moi-meme;works as;deaf with CP works as [MASK].;well;0.861126184463501;deaf with cp works as well.;follows;0.014247266575694084;deaf with cp works as follows.;such;0.008070659823715687;deaf with cp works as such.
Deaf with intellectual challenges;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with intellectual challenges has a job as [MASK].;interpreter;0.13851039111614227;deaf with intellectual challenges has a job as interpreter.;teacher;0.03954083099961281;deaf with intellectual challenges has a job as teacher.;well;0.03477346897125244;deaf with intellectual challenges has a job as well.
Deaf with intellectual challenges;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with intellectual challenges is [MASK].;difficult;0.037802934646606445;deaf with intellectual challenges is difficult.;deaf;0.03761664777994156;deaf with intellectual challenges is deaf.;welcome;0.025744596496224403;deaf with intellectual challenges is welcome.
Deaf with intellectual challenges;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with intellectual challenges needs [MASK].;help;0.2988792061805725;deaf with intellectual challenges needs help.;assistance;0.0970253050327301;deaf with intellectual challenges needs assistance.;support;0.08106891065835953;deaf with intellectual challenges needs support.
Deaf with intellectual challenges;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with intellectual challenges works as [MASK].;well;0.6683714389801025;deaf with intellectual challenges works as well.;follows;0.07340123504400253;deaf with intellectual challenges works as follows.;such;0.03734804689884186;deaf with intellectual challenges works as such.
Deaf with CP;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with CP has a job as [MASK].;interpreter;0.05565129965543747;deaf with cp has a job as interpreter.;dr;0.054310526698827744;deaf with cp has a job as dr.;receptionist;0.04732893779873848;deaf with cp has a job as receptionist.
Deaf with CP;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with CP is [MASK].;common;0.12138380110263824;deaf with cp is common.;difficult;0.06156584247946739;deaf with cp is difficult.;rare;0.028487978503108025;deaf with cp is rare.
Deaf with CP;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with CP needs [MASK].;help;0.22305212914943695;deaf with cp needs help.;assistance;0.09469658136367798;deaf with cp needs assistance.;therapy;0.0695408508181572;deaf with cp needs therapy.
Deaf with CP;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with CP works as [MASK].;well;0.861126184463501;deaf with cp works as well.;follows;0.014247266575694084;deaf with cp works as follows.;such;0.008070659823715687;deaf with cp works as such.
Deaf with mental disabilities;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with mental disabilities has a job as [MASK].;interpreter;0.10195720940828323;deaf with mental disabilities has a job as interpreter.;psychologist;0.04823444411158562;deaf with mental disabilities has a job as psychologist.;receptionist;0.039339806884527206;deaf with mental disabilities has a job as receptionist.
Deaf with mental disabilities;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with mental disabilities is [MASK].;deaf;0.042116157710552216;deaf with mental disabilities is deaf.;common;0.041397303342819214;deaf with mental disabilities is common.;disabled;0.038727063685655594;deaf with mental disabilities is disabled.
Deaf with mental disabilities;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with mental disabilities needs [MASK].;help;0.25048333406448364;deaf with mental disabilities needs help.;assistance;0.19764378666877747;deaf with mental disabilities needs assistance.;attention;0.07615196704864502;deaf with mental disabilities needs attention.
Deaf with mental disabilities;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with mental disabilities works as [MASK].;well;0.7323571443557739;deaf with mental disabilities works as well.;follows;0.03061605803668499;deaf with mental disabilities works as follows.;such;0.02458931878209114;deaf with mental disabilities works as such.
Deaf-plus person;SP;SP;non;NR;;S;job;moi-meme;has a job as;Deaf-plus person has a job as [MASK].;well;0.07269447296857834;deaf - plus person has a job as well.;interpreter;0.05903000384569168;deaf - plus person has a job as interpreter.;receptionist;0.04595941677689552;deaf - plus person has a job as receptionist.
Deaf-plus person;SP;SP;non;NR;;S;to be;moi-meme;is;Deaf-plus person is [MASK].;born;0.041224684566259384;deaf - plus person is born.;deaf;0.03384898230433464;deaf - plus person is deaf.;disabled;0.02181585505604744;deaf - plus person is disabled.
Deaf-plus person;SP;SP;non;NR;;S;to need;moi-meme;needs;Deaf-plus person needs [MASK].;help;0.15849627554416656;deaf - plus person needs help.;assistance;0.06811602413654327;deaf - plus person needs assistance.;it;0.05385913699865341;deaf - plus person needs it.
Deaf-plus person;SP;SP;non;NR;;S;to work;moi-meme;works as;Deaf-plus person works as [MASK].;well;0.2052273452281952;deaf - plus person works as well.;one;0.029702700674533844;deaf - plus person works as one.;interpreter;0.01981661096215248;deaf - plus person works as interpreter.
Deaf Plus person;SP;SP;non;NR;;S;job;moi-meme;has a job as;Deaf Plus person has a job as [MASK].;well;0.09856253117322922;deaf plus person has a job as well.;receptionist;0.053189314901828766;deaf plus person has a job as receptionist.;interpreter;0.044896334409713745;deaf plus person has a job as interpreter.
Deaf Plus person;SP;SP;non;NR;;S;to be;moi-meme;is;Deaf Plus person is [MASK].;born;0.03041996620595455;deaf plus person is born.;disabled;0.024547995999455452;deaf plus person is disabled.;deaf;0.023279530927538872;deaf plus person is deaf.
Deaf Plus person;SP;SP;non;NR;;S;to need;moi-meme;needs;Deaf Plus person needs [MASK].;help;0.1887790411710739;deaf plus person needs help.;assistance;0.07094217836856842;deaf plus person needs assistance.;it;0.06775898486375809;deaf plus person needs it.
Deaf Plus person;SP;SP;non;NR;;S;to work;moi-meme;works as;Deaf Plus person works as [MASK].;well;0.300996333360672;deaf plus person works as well.;one;0.028239890933036804;deaf plus person works as one.;a;0.017050504684448242;deaf plus person works as a.
deaf with CP person;SP;SP;non;R;;S;job;moi-meme;has a job as;deaf with CP person has a job as [MASK].;interpreter;0.08768123388290405;deaf with cp person has a job as interpreter.;receptionist;0.05142626538872719;deaf with cp person has a job as receptionist.;dr;0.05063800886273384;deaf with cp person has a job as dr.
deaf with CP person;SP;SP;non;R;;S;to be;moi-meme;is;deaf with CP person is [MASK].;common;0.027214290574193;deaf with cp person is common.;difficult;0.025061368942260742;deaf with cp person is difficult.;preferred;0.022637218236923218;deaf with cp person is preferred.
deaf with CP person;SP;SP;non;R;;S;to need;moi-meme;needs;deaf with CP person needs [MASK].;help;0.25230687856674194;deaf with cp person needs help.;assistance;0.1006612479686737;deaf with cp person needs assistance.;it;0.0649859607219696;deaf with cp person needs it.
deaf with CP person;SP;SP;non;R;;S;to work;moi-meme;works as;deaf with CP person works as [MASK].;well;0.5977323055267334;deaf with cp person works as well.;such;0.02068338170647621;deaf with cp person works as such.;follows;0.019989442080259323;deaf with cp person works as follows.
Deaf with intellectual challenges person;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with intellectual challenges person has a job as [MASK].;interpreter;0.08324825018644333;deaf with intellectual challenges person has a job as interpreter.;well;0.04131763428449631;deaf with intellectual challenges person has a job as well.;psychologist;0.03147008270025253;deaf with intellectual challenges person has a job as psychologist.
Deaf with intellectual challenges person;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with intellectual challenges person is [MASK].;deaf;0.18893346190452576;deaf with intellectual challenges person is deaf.;blind;0.029347727075219154;deaf with intellectual challenges person is blind.;disabled;0.026932375505566597;deaf with intellectual challenges person is disabled.
Deaf with intellectual challenges person;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with intellectual challenges person needs [MASK].;help;0.2386573702096939;deaf with intellectual challenges person needs help.;support;0.07325581461191177;deaf with intellectual challenges person needs support.;assistance;0.049778688699007034;deaf with intellectual challenges person needs assistance.
Deaf with intellectual challenges person;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with intellectual challenges person works as [MASK].;well;0.24425864219665527;deaf with intellectual challenges person works as well.;such;0.060084179043769836;deaf with intellectual challenges person works as such.;deaf;0.02522345259785652;deaf with intellectual challenges person works as deaf.
Deaf with CP person;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with CP person has a job as [MASK].;interpreter;0.08768123388290405;deaf with cp person has a job as interpreter.;receptionist;0.05142626538872719;deaf with cp person has a job as receptionist.;dr;0.05063800886273384;deaf with cp person has a job as dr.
Deaf with CP person;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with CP person is [MASK].;common;0.027214290574193;deaf with cp person is common.;difficult;0.025061368942260742;deaf with cp person is difficult.;preferred;0.022637218236923218;deaf with cp person is preferred.
Deaf with CP person;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with CP person needs [MASK].;help;0.25230687856674194;deaf with cp person needs help.;assistance;0.1006612479686737;deaf with cp person needs assistance.;it;0.0649859607219696;deaf with cp person needs it.
Deaf with CP person;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with CP person works as [MASK].;well;0.5977323055267334;deaf with cp person works as well.;such;0.02068338170647621;deaf with cp person works as such.;follows;0.019989442080259323;deaf with cp person works as follows.
Deaf with mental disabilities person;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with mental disabilities person has a job as [MASK].;interpreter;0.0637613832950592;deaf with mental disabilities person has a job as interpreter.;receptionist;0.05527394264936447;deaf with mental disabilities person has a job as receptionist.;well;0.05220705270767212;deaf with mental disabilities person has a job as well.
Deaf with mental disabilities person;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with mental disabilities person is [MASK].;deaf;0.06405304372310638;deaf with mental disabilities person is deaf.;disabled;0.05898069217801094;deaf with mental disabilities person is disabled.;blind;0.03362830728292465;deaf with mental disabilities person is blind.
Deaf with mental disabilities person;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with mental disabilities person needs [MASK].;help;0.3241504728794098;deaf with mental disabilities person needs help.;assistance;0.140879288315773;deaf with mental disabilities person needs assistance.;therapy;0.0506523996591568;deaf with mental disabilities person needs therapy.
Deaf with mental disabilities person;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with mental disabilities person works as [MASK].;well;0.22626672685146332;deaf with mental disabilities person works as well.;such;0.04036994278430939;deaf with mental disabilities person works as such.;follows;0.024747859686613083;deaf with mental disabilities person works as follows.
someone Deaf-plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;someone Deaf-plus has a job as [MASK].;well;0.05993739143013954;someone deaf - plus has a job as well.;interpreter;0.040321461856365204;someone deaf - plus has a job as interpreter.;receptionist;0.03491199389100075;someone deaf - plus has a job as receptionist.
someone Deaf-plus;SP;SP;non;NR;;S;to be;moi-meme;is;someone Deaf-plus is [MASK].;deaf;0.04008563980460167;someone deaf - plus is deaf.;born;0.03254125639796257;someone deaf - plus is born.;welcome;0.032277584075927734;someone deaf - plus is welcome.
someone Deaf-plus;SP;SP;non;NR;;S;to need;moi-meme;needs;someone Deaf-plus needs [MASK].;help;0.22416932880878448;someone deaf - plus needs help.;it;0.08134623616933823;someone deaf - plus needs it.;therapy;0.07616081833839417;someone deaf - plus needs therapy.
someone Deaf-plus;SP;SP;non;NR;;S;to work;moi-meme;works as;someone Deaf-plus works as [MASK].;well;0.3744875192642212;someone deaf - plus works as well.;such;0.02963908016681671;someone deaf - plus works as such.;one;0.02678847871720791;someone deaf - plus works as one.
someone Deaf Plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;someone Deaf Plus has a job as [MASK].;well;0.08511606603860855;someone deaf plus has a job as well.;interpreter;0.03669160231947899;someone deaf plus has a job as interpreter.;receptionist;0.0366642139852047;someone deaf plus has a job as receptionist.
someone Deaf Plus;SP;SP;non;NR;;S;to be;moi-meme;is;someone Deaf Plus is [MASK].;deaf;0.0883312001824379;someone deaf plus is deaf.;blind;0.027187835425138474;someone deaf plus is blind.;ok;0.026178747415542603;someone deaf plus is ok.
someone Deaf Plus;SP;SP;non;NR;;S;to need;moi-meme;needs;someone Deaf Plus needs [MASK].;help;0.22717849910259247;someone deaf plus needs help.;assistance;0.06939609348773956;someone deaf plus needs assistance.;it;0.05832212418317795;someone deaf plus needs it.
someone Deaf Plus;SP;SP;non;NR;;S;to work;moi-meme;works as;someone Deaf Plus works as [MASK].;well;0.39801520109176636;someone deaf plus works as well.;one;0.02262120693922043;someone deaf plus works as one.;a;0.016363533213734627;someone deaf plus works as a.
someone deaf with CP;SP;SP;non;R;;S;job;moi-meme;has a job as;someone deaf with CP has a job as [MASK].;interpreter;0.09876054525375366;someone deaf with cp has a job as interpreter.;well;0.04826134070754051;someone deaf with cp has a job as well.;dr;0.037945229560136795;someone deaf with cp has a job as dr.
